Filename-->,
Mode/Unit-->,
Int.time[ms]-->,45
NrOfAverages-->,10
Smoothing-->,0
Wavelength [nm],flint spectrum 05 24 2021
678.284,-41.03025258
678.423,-42.67660936
678.562,-44.41669439
678.700,-35.37521966
678.839,-43.88573936
678.978,-45.03482345
679.117,-33.81953576
679.255,-28.27018979
679.394,-31.17944978
679.533,-41.4349666
679.671,-45.1503486
679.810,-39.29673494
679.949,-44.81799072
680.087,-35.40884851
680.226,-55.7505401
680.365,-40.65037301
680.503,-30.11970285
680.642,-61.20888513
680.781,-41.12111085
680.919,-52.61516202
681.058,-45.09973119
681.197,-35.82556346
681.335,-36.75323833
681.474,-66.45353587
681.613,-40.62539614
681.751,-13.30430864
681.890,-36.02700198
682.028,-55.10730394
682.167,-37.21343768
682.306,-31.8918609
682.444,-25.10429643
682.583,-40.17507604
682.721,-42.3382233
682.860,-45.48861616
682.998,-34.00401061
683.137,-48.79358524
683.275,-40.61343768
683.414,-36.21941751
683.553,-57.7167188
683.691,-19.79347871
683.830,-37.02410005
683.968,-42.87961686
684.107,-40.97633575
684.245,-43.71970285
684.384,-36.48572715
684.522,-37.20869363
684.661,-18.42710241
684.799,-37.2145424
684.938,-22.23181594
685.076,-39.56418603
685.214,-53.12412446
685.353,-23.06078642
685.491,-29.21172603
685.630,-38.9703564
685.768,-24.21797851
685.907,-37.00275091
686.045,-27.25964521
686.183,-47.21814607
686.322,-50.9363807
686.460,-28.57503942
686.599,-22.27018979
686.737,-25.34881624
686.875,-37.50612634
687.014,-35.30714906
687.152,-39.17048734
687.291,-33.66121515
687.429,-40.13495439
687.567,-41.42852238
687.706,-16.43025869
687.844,-18.53181594
687.982,-39.61045459
688.121,-37.12129625
688.259,-38.01325839
688.397,-28.86279634
688.536,-42.31526807
688.674,-38.80897945
688.812,-38.87978443
688.950,-40.91640952
689.089,-7.131424197
689.227,-31.60260871
689.365,-42.17660936
689.504,-48.57033199
689.642,-23.30700005
689.780,-38.11041797
689.918,-34.99801906
690.057,-29.07646669
690.195,-33.47345823
690.333,-2.142670282
690.471,-37.05821889
690.609,-27.77177099
690.748,-29.33185256
690.886,-24.82728732
691.024,-21.74722236
691.162,-18.10259651
691.300,-35.8473533
691.439,-37.68873466
691.577,-27.05810064
691.715,-36.84408391
691.853,-20.96718181
691.991,-35.22553905
692.129,-44.44549826
692.268,-29.55666211
692.406,-39.75795797
692.544,-27.84108814
692.682,-42.18104366
692.820,-21.21015681
692.958,-25.67946199
693.096,-13.39019759
693.234,-28.10103925
693.372,-22.21814607
693.511,-24.61188091
693.649,-33.50698174
693.787,-25.96419824
693.925,-26.50099042
694.063,-31.29773982
694.201,-22.17347043
694.339,-22.32097381
694.477,-14.29171775
694.615,-28.97646669
694.753,-30.96293901
694.891,-19.47804788
695.029,-38.29029144
695.167,-29.12427982
695.305,-23.62898725
695.443,-35.48261264
695.581,-30.8011453
695.719,-30.01199916
695.857,-23.38419383
695.995,-38.314971
696.133,-15.99647449
696.271,-24.55810064
696.409,-21.99331163
696.547,-15.01787246
696.685,-19.39642566
696.823,-28.61644615
696.961,-36.21199916
697.099,-30.18430036
697.237,-16.87650331
697.374,-20.81928657
697.512,-13.43012846
697.650,-27.84879182
697.788,-13.16392487
697.926,-14.21329501
698.064,-36.77817834
698.202,-14.39488109
698.340,-22.47978443
698.478,-20.94567779
698.615,-29.31928657
698.753,-32.2471041
698.891,-13.27034419
699.029,-13.37476676
699.167,-28.30103925
699.305,-16.09957584
699.442,-26.54866136
699.580,-26.91316455
699.718,-15.98576377
699.856,-17.62243698
699.994,-13.37489723
700.131,-35.30414108
700.269,-41.5244098
700.407,-41.57632354
700.545,-21.2270963
700.682,-27.42101043
700.820,-17.75339321
700.958,-13.9582311
701.096,-19.01482786
701.233,-30.95952743
701.371,-27.65636409
701.509,-4.631852563
701.647,-8.853201707
701.784,-22.7426947
701.922,-37.90569833
702.060,-10.40571054
702.197,-16.60416549
702.335,-14.73669093
702.473,-24.04111255
702.610,-18.56264146
702.748,-29.98418163
702.886,-25.04566558
703.023,-24.1041777
703.161,-13.43182815
703.299,-14.01484006
703.436,-21.78276752
703.574,-22.55335658
703.712,-17.59804347
703.849,-39.52728732
703.987,-17.60113309
704.124,-30.68559573
704.262,-17.17175878
704.400,-8.181055864
704.537,-19.63194593
704.675,-11.49957584
704.812,-31.03027089
704.950,-14.48287309
705.088,-9.862486585
705.225,-12.50102704
705.363,-16.61198696
705.500,-11.64723457
705.638,-11.93327888
705.775,-8.281043657
705.913,-5.1085512
706.050,-20.07034419
706.188,-17.53656
706.325,-20.753381
706.463,-19.52411226
706.600,-33.81325839
706.738,-19.04125522
706.875,-11.87964128
707.013,-15.91782363
707.150,-1.17959245
707.288,-34.61013239
707.425,-10.88420604
707.563,-42.44749597
707.700,-35.36708773
707.837,-28.49817394
707.975,-29.94866136
708.112,-6.5102753
708.250,-26.60586541
708.387,-6.698173936
708.525,-15.61801513
708.662,-14.32399424
708.799,-11.01325839
708.937,-24.15965741
709.074,-13.15182374
709.211,-31.30731614
709.349,-27.85325054
709.486,-5.736380704
709.624,-9.230091842
709.761,-3.634674676
709.898,-14.80387991
710.036,-16.66679006
710.173,-25.168763
710.310,-28.37347043
710.448,-13.96537584
710.585,-18.36249879
710.722,-33.24554709
710.859,-14.46862033
710.997,-21.91328281
711.134,-28.70571054
711.271,-31.24251445
711.409,-13.69942096
711.546,-28.35950301
711.683,-18.12712072
711.820,-14.15781506
711.958,-21.61487668
712.095,-22.4362378
712.232,-22.13953136
712.369,5.186729399
712.507,-23.76252321
712.644,-10.40860003
712.781,-17.80874246
712.918,-12.84854263
713.055,-11.42713292
713.193,-7.4717954
713.330,-31.54094594
713.467,-18.2673611
713.604,-16.38419383
713.741,-13.50874246
713.878,-12.49005493
714.016,-22.31354421
714.153,5.426672236
714.290,-14.85021814
714.427,-12.84110034
714.564,1.362062041
714.701,-34.22571834
714.838,-25.33784388
714.975,-7.543965419
715.113,-25.36692041
715.250,-34.79932736
715.387,-17.77317313
715.524,-6.906981738
715.661,-23.93912752
715.798,-17.67492164
715.935,-2.414864477
716.072,-22.0272385
716.209,-7.86238006
716.346,2.262062041
716.483,-17.4363685
716.620,-12.47492164
716.757,-28.16105979
716.894,-7.767206224
717.031,-15.1469734
717.168,12.60655791
717.305,-5.371770986
717.442,-22.52713292
717.579,-10.2394009
717.716,-12.38730787
717.853,-18.8900183
717.990,-15.97631133
718.127,-22.72569393
718.264,-22.94721015
718.401,-15.72413667
718.538,-15.25322612
718.675,-14.7179663
718.812,-12.10416549
718.949,-20.70118192
719.086,-21.78843664
719.223,-30.64866136
719.359,-34.69785198
719.496,-23.63613175
719.633,-24.26094154
719.770,-39.6286897
719.907,-2.985489925
720.044,-0.311880906
720.181,-23.16723064
720.318,-14.39472597
720.454,-11.52099212
720.591,-22.66095374
720.728,-23.2736131
720.865,-24.30712465
721.002,-2.634705194
721.139,-21.77161587
721.275,-30.56376987
721.412,-10.79927853
721.549,-16.65353587
721.686,-27.17007106
721.823,-10.5547829
721.959,-31.43181594
722.096,-15.24240864
722.233,-15.64251445
722.370,-21.06081084
722.506,-7.317680724
722.643,-5.888876851
722.780,-3.859384521
722.917,-36.88704718
723.053,-8.631945928
723.190,-21.54722236
723.327,-13.80543693
723.464,-5.497709306
723.600,-16.62885726
723.737,-31.39804347
723.874,-33.51782363
724.010,-7.102584298
724.147,-23.17802347
724.284,-26.1363685
724.420,-19.26236785
724.557,-25.12115358
724.694,-9.808730253
724.830,-21.75794576
724.967,-16.15938452
725.104,-21.26875079
725.240,-1.560904916
725.377,-5.99176658
725.514,-20.1516569
725.650,-1.365208634
725.787,-4.203879913
725.923,-7.81801513
726.060,-10.49333604
726.196,-21.23784388
726.333,-0.348816236
726.470,-8.511558946
726.606,-25.22242478
726.743,-21.9547829
726.879,-9.616278823
727.016,-8.002310689
727.152,-24.22240036
727.289,-18.4024658
727.425,-23.590459
727.562,-17.37004665
727.698,-24.35148958
727.835,-12.59331163
727.971,-2.905412515
728.108,-12.13641733
728.244,-20.87021421
728.381,-24.13011626
728.517,-42.31041797
728.654,-32.70573495
728.790,-22.27335218
728.927,-33.53955577
729.063,-7.816397317
729.200,-22.49485668
729.336,-19.02254327
729.473,-21.07605029
729.609,-20.03953136
729.745,-18.87636016
729.882,-11.65493778
730.018,-3.071640285
730.155,-27.03010405
730.291,-19.46875079
730.427,-26.2947626
730.564,0.687002532
730.700,-10.66533922
730.836,-20.36566118
730.973,-4.479604657
731.109,-22.97792915
731.246,-5.786916478
731.382,-21.4670389
731.518,-40.72713292
731.655,-4.641100343
731.791,-26.53936427
731.927,-20.43465637
732.063,-20.39019759
732.200,-10.11954797
732.336,-6.667218431
732.472,-6.807030567
732.609,-15.61154674
732.745,-14.92411226
732.881,-4.787022765
733.017,-9.693299421
733.154,-10.39329942
733.290,2.060729806
733.426,-30.83495439
733.562,-8.900741466
733.699,-14.52253106
733.835,-11.81170162
733.971,-2.270083268
734.107,-13.13950694
734.243,8.031391875
734.380,-24.80558008
734.516,-14.61329501
734.652,-18.26546992
734.788,-23.11157115
734.924,-13.31941751
735.061,-16.93953136
735.197,-11.00401061
735.333,-5.696295198
735.469,-10.20698174
735.605,-7.294762595
735.741,-10.31784805
735.877,-19.27778672
736.013,-38.90555566
736.150,-18.33955577
736.286,-24.6839207
736.422,-22.08874687
736.558,-9.337831672
736.694,-11.63770097
736.830,-27.3883185
736.966,-20.4270963
737.102,-19.32382692
737.238,-1.408408292
737.374,-9.18704718
737.510,-15.6915995
737.646,-14.70242918
737.782,-13.11470936
737.918,-22.77931908
738.054,-24.35323833
738.190,-15.31627882
738.326,-36.54252666
738.462,-7.506708487
738.598,-3.877737888
738.734,-5.051644691
738.870,-6.9499693
739.006,4.479144208
739.142,-18.94107593
739.278,-8.793180927
739.414,-8.250087436
739.550,-15.60074147
739.686,-22.90402282
739.822,-13.13625
739.958,-40.89801906
740.094,-17.89775813
740.230,-20.03479904
740.366,-21.8270963
740.502,-30.06864475
740.638,-12.93011626
740.773,-18.49302617
740.909,-20.9515384
741.045,-25.93309959
741.181,-17.79171775
741.317,-12.50688778
741.453,-18.94992047
741.589,-13.67775009
741.725,-3.905318673
741.860,-27.73784388
741.996,-8.349920472
742.132,0.231379668
742.268,-13.07332776
742.404,-20.00242918
742.539,-31.95795797
742.675,-21.96865695
742.811,2.379038397
742.947,-4.034692987
743.083,-16.24264587
743.218,-12.06081084
743.354,-25.64536756
743.490,-25.38844884
743.626,-17.77475456
743.761,-19.97305463
743.897,-19.38691648
744.033,-7.460798629
744.169,-18.73452602
744.304,-19.07192634
744.440,-17.17306684
744.576,-15.44853042
744.711,-42.50559228
744.847,-11.69499935
744.983,-29.69315651
745.118,-25.23155478
745.254,-17.75336879
745.390,-23.54394101
745.525,-21.72728732
745.661,-32.41185649
745.797,-29.04863695
745.932,-11.30714906
746.068,-31.06079863
746.204,-26.36236785
746.339,-10.45307101
746.475,-22.56418603
746.611,-6.184027227
746.746,-2.801157506
746.882,-36.91784805
747.017,-16.31330722
747.153,-31.96990398
747.288,-8.973364385
747.424,-29.51158336
747.560,-11.11298526
747.695,-15.92852238
747.831,-10.0961767
747.966,-21.90555566
748.102,-5.839090904
748.237,-23.65135905
748.373,-17.75790914
748.508,-26.80542472
748.644,-20.39302617
748.779,3.729953353
748.915,-10.86850184
749.050,-15.55321391
749.186,-8.184051641
749.321,-24.6961645
749.457,2.503859917
749.592,-11.19931515
749.728,-21.47944978
749.863,-9.294713767
749.999,-15.88860396
750.134,-11.20410188
750.269,-20.00157789
750.405,-18.49899286
750.540,-2.096419795
750.676,-22.29385918
750.811,-27.19129904
750.946,3.111261574
751.082,-38.18621419
751.217,-17.08362916
751.353,-26.78105634
751.488,-17.97850793
751.623,-10.9759229
751.759,-10.27336229
751.894,-9.470813878
752.029,-9.968241056
752.165,-9.765717061
752.300,-14.76311982
752.435,-24.86059583
752.571,-11.15802301
752.706,-38.45548657
752.841,-6.652889331
752.977,-13.55032872
753.112,-14.94778031
753.247,-5.945244106
753.382,-16.44268349
753.518,-26.04007405
753.653,-5.837550052
753.788,-21.23498944
753.924,-27.7323922
754.059,-12.22984379
754.194,-12.02729538
754.329,-1.824746736
754.464,-20.12219833
754.600,-17.81963771
754.735,-30.41702827
754.870,-22.61450427
755.005,-26.51193145
755.140,-7.80939525
755.276,-14.60681022
755.411,-12.8042496
755.546,-30.90168899
755.681,-16.39910396
755.816,-17.29657386
755.952,-18.29400714
756.087,-1.391434081
756.222,-12.98891009
756.357,-10.98634947
756.492,-18.58377665
756.627,-20.78117941
756.762,-21.47865542
756.897,-17.97610701
757.032,-37.67354639
757.168,-13.67097357
757.303,-6.568400749
757.438,-19.36581572
757.573,-17.66330393
757.708,-14.26071866
757.843,-14.15813363
757.978,-0.955579122
758.113,-1.453036817
758.248,-18.25048841
758.383,-22.54792779
758.518,-7.745367177
758.653,-26.44280656
758.788,-6.740258153
758.923,-14.03766092
759.058,-7.035136922
759.193,-9.532527479
759.328,-25.33001545
759.463,-12.42740601
759.598,-17.42486981
759.733,-24.92230919
759.868,-30.61974858
760.003,-15.71716379
760.138,-24.21463979
760.273,-6.012054761
760.408,-12.30953077
760.543,-12.60697015
760.678,-14.10440954
760.813,-37.20184892
760.947,-25.69926389
761.082,-22.99671548
761.217,-37.69413045
761.352,-20.79158204
761.487,-34.48899678
761.622,-11.38646057
761.757,-17.78387554
761.892,-19.68135155
762.026,-26.57879093
762.161,-6.176205905
762.296,-26.07364529
762.431,-10.57107247
762.566,-20.46851185
762.701,-29.56596344
762.835,-16.96340283
762.970,-18.06087883
763.105,-20.85826915
763.240,-3.155720743
763.375,-26.15317233
763.509,-11.75059951
763.644,-17.24802669
763.779,-8.845502694
763.914,3.957088439
764.048,-8.640381463
764.183,-18.23779643
764.318,-15.23524803
764.453,-8.032675203
764.587,-17.23010238
764.722,-14.72755373
764.857,-23.52502974
764.991,-24.32244471
765.126,-7.319884094
765.261,-22.11733569
765.396,-7.114738448
765.530,-35.81217783
765.665,-30.60961722
765.800,-19.50708102
765.934,-21.50450819
766.069,-17.20197199
766.204,-22.69938696
766.338,-14.79686273
766.473,-23.39428991
766.607,-12.19172929
766.742,-21.78915647
766.877,-43.98662027
767.011,-35.88401082
767.146,-7.481450208
767.280,-4.678889592
767.415,-7.476328977
767.550,-33.87376836
767.684,-26.17120775
767.819,-5.368671544
767.953,-31.36608628
768.088,-27.46357449
768.222,-20.66098946
768.357,-12.45844105
768.491,-4.955856021
768.626,-15.55333203
768.760,-21.2507592
768.895,-32.94817417
769.029,-15.64561356
769.164,-4.843053182
769.298,-6.940504773
769.433,0.762068049
769.567,2.864604251
769.702,-16.23282293
769.836,1.169713275
769.971,-15.5277017
770.105,-20.72516526
770.240,-12.32255581
770.374,-4.220007404
770.509,3.982553212
770.643,-13.91488617
770.777,-12.31236218
770.912,-16.50977715
771.046,-22.10719212
