9.3e-07,2.1932171565871125e-21,1.8288882814381945e-20
9.301171171171171e-07,2.2306158998681947e-21,1.8682646400544158e-20
9.302342342342342e-07,2.2680146431493107e-21,1.907640998670673e-20
9.303513513513513e-07,2.305413386430393e-21,1.9470173572868946e-20
9.304684684684685e-07,2.342812129711509e-21,1.9863937159031515e-20
9.305855855855856e-07,2.3815037156692915e-21,2.025770074519373e-20
9.307027027027027e-07,2.441137728232436e-21,2.0651464331355945e-20
9.308198198198198e-07,2.5007717407956342e-21,2.1045227917518516e-20
9.309369369369369e-07,2.5604057533587787e-21,2.143899150368073e-20
9.31054054054054e-07,2.620039765921923e-21,2.1781853004046474e-20
9.311711711711712e-07,2.6796737784851217e-21,2.208297551693384e-20
9.312882882882883e-07,2.7393077910482662e-21,2.2384098029820937e-20
9.314054054054054e-07,2.7989418036114645e-21,2.2685220542708307e-20
9.315225225225225e-07,2.8585758161746093e-21,2.2986343055595403e-20
9.316396396396396e-07,2.9182098287377537e-21,2.3287465568482498e-20
9.317567567567568e-07,2.977843841300952e-21,2.3588588081369868e-20
9.318738738738738e-07,3.0374778538640964e-21,2.3889710594256964e-20
9.31990990990991e-07,3.0971118664272947e-21,2.4190833107144334e-20
9.321081081081081e-07,3.156745878990439e-21,2.449195562003143e-20
9.322252252252252e-07,3.216379891553584e-21,2.4793078132918526e-20
9.323423423423424e-07,3.2760139041167822e-21,2.5094200645805895e-20
9.324594594594594e-07,3.3356479166799267e-21,2.539532315869299e-20
9.325765765765766e-07,3.395281929243125e-21,2.5696445671580358e-20
9.326936936936937e-07,3.45491594180627e-21,2.5959882028163992e-20
9.328108108108108e-07,3.514549954369414e-21,2.6146814867613442e-20
9.32927927927928e-07,3.574183966932612e-21,2.6333747707063064e-20
9.33045045045045e-07,3.633817979495757e-21,2.6520680546512514e-20
9.331621621621621e-07,3.693451992058902e-21,2.6707613385961967e-20
9.332792792792793e-07,3.7530860046221004e-21,2.6894546225411585e-20
9.333963963963964e-07,3.812720017185244e-21,2.708147906486104e-20
9.335135135135135e-07,3.84814717179826e-21,2.726841190431066e-20
9.336306306306306e-07,3.8827001612381945e-21,2.745534474376011e-20
9.337477477477477e-07,3.917253150678129e-21,2.764227758320956e-20
9.338648648648649e-07,3.951806140118094e-21,2.782921042265918e-20
9.33981981981982e-07,3.9863591295580285e-21,2.8016143262108635e-20
9.340990990990991e-07,4.020912118997994e-21,2.8203076101558254e-20
9.342162162162162e-07,4.055465108437928e-21,2.8390008941007704e-20
9.343333333333333e-07,4.0900180978778625e-21,2.8576941780457154e-20
9.344504504504505e-07,4.124571087317828e-21,2.876387461990678e-20
9.345675675675676e-07,4.159124076757762e-21,2.895080745935623e-20
9.346846846846846e-07,4.193677066197697e-21,2.913774029880568e-20
9.348018018018018e-07,4.228230055637662e-21,2.93246731382553e-20
9.349189189189189e-07,4.262783045077597e-21,2.9428329954797617e-20
9.350360360360361e-07,4.297336034517562e-21,2.9241937268183205e-20
9.351531531531531e-07,4.331889023957497e-21,2.905554458156896e-20
9.352702702702702e-07,4.366442013397431e-21,2.886915189495472e-20
9.353873873873874e-07,4.400995002837397e-21,2.868275920834031e-20
9.355045045045045e-07,4.435547992277331e-21,2.8496366521726065e-20
9.356216216216217e-07,4.4701009817172966e-21,2.8309973835111654e-20
9.357387387387387e-07,4.504653971157231e-21,2.8123581148497417e-20
9.358558558558558e-07,4.539206960597165e-21,2.7937188461883174e-20
9.35972972972973e-07,4.5737599500371305e-21,2.775079577526876e-20
9.360900900900901e-07,4.608312939477065e-21,2.756440308865452e-20
9.362072072072072e-07,4.6428659289169996e-21,2.7378010402040277e-20
9.363243243243243e-07,4.677418918356965e-21,2.7191617715425865e-20
9.364414414414414e-07,4.7119719077968994e-21,2.7005225028811623e-20
9.365585585585586e-07,4.746524897236865e-21,2.6818832342197214e-20
9.366756756756757e-07,4.781077886676799e-21,2.663243965558297e-20
9.367927927927927e-07,4.815630876116733e-21,2.6446046968968728e-20
9.369099099099099e-07,4.850183865556699e-21,2.6252793780928288e-20
9.37027027027027e-07,4.884736854996633e-21,2.5964648220082235e-20
9.371441441441442e-07,4.9192898444366004e-21,2.567650265923592e-20
9.372612612612613e-07,4.953842833876537e-21,2.5388357098389863e-20
9.373783783783783e-07,4.988395823316473e-21,2.5100211537543807e-20
9.374954954954955e-07,5.022948812756441e-21,2.4812065976697492e-20
9.376126126126126e-07,5.0575018021963776e-21,2.4523920415851435e-20
9.377297297297298e-07,5.0920547916363456e-21,2.423577485500512e-20
9.378468468468469e-07,5.126607781076282e-21,2.3947629294159064e-20
9.379639639639639e-07,5.161160770516218e-21,2.365948373331301e-20
9.380810810810811e-07,5.195713759956186e-21,2.3371338172466692e-20
9.381981981981982e-07,5.2302667493961234e-21,2.308319261162064e-20
9.383153153153153e-07,5.26481973883606e-21,2.2795047050774583e-20
9.384324324324324e-07,5.299372728276028e-21,2.2506901489928268e-20
9.385495495495495e-07,5.333925717715964e-21,2.221875592908221e-20
9.386666666666667e-07,5.368478707155932e-21,2.1973528271781743e-20
9.387837837837838e-07,5.4030316965958685e-21,2.18523378684957e-20
9.389009009009009e-07,5.437584686035805e-21,2.1731147465209655e-20
9.39018018018018e-07,5.472137675475773e-21,2.16099570619235e-20
9.391351351351351e-07,5.506690664915709e-21,2.1488766658637458e-20
9.392522522522523e-07,5.541243654355677e-21,2.1367576255351304e-20
9.393693693693694e-07,5.575796643795614e-21,2.124638585206526e-20
9.394864864864865e-07,5.61034963323555e-21,2.1125195448779213e-20
